word,spell_band,spell_band_name,typical_window,read_band,word_type,pattern,spelling_expectation,picture_friendly,moviedu_priority,letter_count,ca_standards,sources,notes
now,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,3,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
our,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,3,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
out,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,yes,skip-for-now,3,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
please,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,6,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
pretty,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,6,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
ride,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,yes,skip-for-now,4,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
saw,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,3,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
say,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,3,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
so,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,2,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
soon,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,4,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
there,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,5,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
they,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,4,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
too,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,3,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
under,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,yes,skip-for-now,5,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
want,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,4,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
was,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,3,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
well,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,4,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
went,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,4,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
what,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,4,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
white,stretch,Approaching grade 1,optional / summer,3,high-frequency,HFW-primer,sight-read-first,yes,skip-for-now,5,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
who,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,3,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
will,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,4,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
green,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,color,stretch,yes,later,5,L.K.5.c; L.K.6,common K vocabulary,Useful picture words; not an official CDE list.
orange,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,color,stretch,yes,later,6,L.K.5.c; L.K.6,common K vocabulary,Useful picture words; not an official CDE list.
purple,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,color,stretch,yes,later,6,L.K.5.c; L.K.6,common K vocabulary,Useful picture words; not an official CDE list.
much,stretch,Approaching grade 1,optional / summer,stretch,decodable,digraph-ch,stretch,no,later,4,L.1.2.d / grade 1 phonics (stretch for K),Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
them,stretch,Approaching grade 1,optional / summer,stretch,decodable,digraph-th,stretch,no,later,4,L.1.2.d / grade 1 phonics (stretch for K),Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
best,stretch,Approaching grade 1,optional / summer,stretch,decodable,ending-blend,stretch,no,later,4,L.1.2.d / grade 1 phonics (stretch for K),Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
end,stretch,Approaching grade 1,optional / summer,stretch,decodable,ending-blend,stretch,no,later,3,L.1.2.d / grade 1 phonics (stretch for K),Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
gift,stretch,Approaching grade 1,optional / summer,stretch,decodable,ending-blend,stretch,yes,later,4,L.1.2.d / grade 1 phonics (stretch for K),Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
last,stretch,Approaching grade 1,optional / summer,stretch,decodable,ending-blend,stretch,no,later,4,L.1.2.d / grade 1 phonics (stretch for K),Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
wind,stretch,Approaching grade 1,optional / summer,stretch,decodable,ending-blend,stretch,yes,later,4,L.1.2.d / grade 1 phonics (stretch for K),Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
eye,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,irregular,sight-read-first,yes,skip-for-now,3,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
shoe,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,irregular,sight-read-first,yes,skip-for-now,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
eight,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,number,stretch,yes,later,5,L.K.5.c; L.K.6,common K math/ELA overlap,Useful picture words; not an official CDE list.
seven,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,number,stretch,yes,later,5,L.K.5.c; L.K.6,common K math/ELA overlap,Useful picture words; not an official CDE list.
zero,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,number,stretch,yes,later,4,L.K.5.c; L.K.6,common K math/ELA overlap,Useful picture words; not an official CDE list.
boy,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,other,stretch,yes,later,3,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
door,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,other,sight-read-first,yes,later,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
horse,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,other,stretch,yes,later,5,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
house,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,other,stretch,yes,later,5,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
school,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,other,sight-read-first,yes,skip-for-now,6,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
bear,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,r-controlled,stretch,yes,later,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
bird,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,r-controlled,stretch,yes,later,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
car,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,r-controlled,stretch,yes,later,3,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
farm,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,r-controlled,stretch,yes,later,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
girl,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,r-controlled,stretch,yes,later,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
star,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,r-controlled,stretch,yes,later,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
skip,stretch,Approaching grade 1,optional / summer,stretch,decodable,s-blend,stretch,yes,later,4,L.1.2.d / grade 1 phonics (stretch for K),Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
spin,stretch,Approaching grade 1,optional / summer,stretch,decodable,s-blend,stretch,yes,later,4,L.1.2.d / grade 1 phonics (stretch for K),Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
swim,stretch,Approaching grade 1,optional / summer,stretch,decodable,s-blend,stretch,yes,good-fit,4,L.1.2.d / grade 1 phonics (stretch for K),Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
apple,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,two-syllable,stretch,yes,later,5,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
baby,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,two-syllable,stretch,yes,later,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
water,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,two-syllable,stretch,yes,skip-for-now,5,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
boat,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,vowel-team,stretch,yes,later,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
cow,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,vowel-team,stretch,yes,later,3,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
day,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,vowel-team,stretch,yes,later,3,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
feet,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,vowel-team,stretch,yes,later,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
moon,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,vowel-team,stretch,yes,later,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
rain,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,vowel-team,stretch,yes,later,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
snow,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,vowel-team,stretch,yes,later,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
tree,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,vowel-team,stretch,yes,later,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
